C,0.00000,1.40704,-0.00000
C,1.21853,0.70352,-0.00000
C,1.21853,-0.70352,-0.00000
C,-0.00000,-1.40704,-0.00000
C,-1.21853,-0.70352,-0.00000
C,-1.21853,0.70352,-0.00000
C,-2.44866,-1.41374,0.00000
C,0.00000,2.82747,0.00000
C,2.44866,1.41374,0.00000
C,2.44866,-1.41374,0.00000
C,-0.00000,-2.82747,0.00000
C,-2.44866,1.41374,0.00000
C,-3.49065,-2.01533,0.00000
C,0.00000,4.03066,0.00000
C,3.49065,2.01533,0.00000
C,3.49065,-2.01533,0.00000
C,-0.00000,-4.03066,0.00000
C,-3.49065,2.01533,0.00000
C,-4.72094,-2.72564,0.00000
C,-4.72100,-4.13253,0.00000
C,-5.93938,-2.02224,0.00000
C,-5.93938,-4.83602,0.00000
C,-7.15780,-2.72564,0.00000
C,-7.15794,-4.13264,0.00000
C,0.00000,5.45127,0.00000
C,-1.21837,6.15477,0.00000
C,1.21837,6.15477,0.00000
C,-1.21843,7.56166,0.00000
C,1.21843,7.56166,0.00000
C,0.00000,8.26528,0.00000
C,4.72094,2.72564,0.00000
C,5.93938,2.02224,0.00000
C,4.72100,4.13253,0.00000
C,7.15780,2.72564,0.00000
C,5.93938,4.83602,0.00000
C,7.15794,4.13264,0.00000
C,4.72094,-2.72564,0.00000
C,5.93938,-2.02224,0.00000
C,4.72100,-4.13253,0.00000
C,7.15780,-2.72564,0.00000
C,5.93938,-4.83602,0.00000
C,7.15794,-4.13264,0.00000
C,-0.00000,-5.45127,0.00000
C,1.21837,-6.15477,0.00000
C,-1.21837,-6.15477,-0.00000
C,1.21843,-7.56166,0.00000
C,-1.21843,-7.56166,-0.00000
C,-0.00000,-8.26528,0.00000
C,-4.72094,2.72564,0.00000
C,-4.72100,4.13253,0.00000
C,-5.93938,2.02224,0.00000
C,-5.93938,4.83602,0.00000
C,-7.15780,2.72564,0.00000
C,-7.15794,4.13264,0.00000
C,2.44875,-5.44450,0.00000
C,-3.49071,-4.84293,0.00000
C,-5.93945,-0.60158,0.00000
C,-2.44875,5.44450,0.00000
C,2.44875,5.44450,0.00000
C,5.93945,0.60158,0.00000
C,3.49071,4.84293,0.00000
C,5.93945,-0.60158,0.00000
C,3.49071,-4.84293,0.00000
C,-2.44875,-5.44450,-0.00000
C,-3.49071,4.84293,0.00000
C,-5.93945,0.60158,0.00000
C,5.93971,-6.25680,0.00000
C,8.38826,-4.84297,-0.00000
C,8.38841,-2.01554,0.00000
C,8.38841,2.01554,0.00000
C,8.38826,4.84297,0.00000
C,5.93971,6.25680,0.00000
C,5.93940,7.45981,0.00000
C,9.43026,5.44456,-0.00000
C,9.43009,1.41377,-0.00000
C,9.43009,-1.41377,0.00000
C,9.43026,-5.44456,-0.00000
C,5.93940,-7.45981,-0.00000
C,2.44870,-8.27234,-0.00000
C,3.49069,-8.87358,0.00000
C,-0.00000,-9.68593,-0.00000
C,-0.00000,-10.88912,-0.00000
C,-2.44870,-8.27234,0.00000
C,-3.49069,-8.87358,-0.00000
C,-5.93971,-6.25680,-0.00000
C,-5.93940,-7.45981,0.00000
C,-8.38826,-4.84297,-0.00000
C,-9.43026,-5.44456,-0.00000
C,-8.38841,-2.01554,0.00000
C,-9.43009,-1.41377,-0.00000
C,-8.38841,2.01554,0.00000
C,-9.43009,1.41377,0.00000
C,-8.38826,4.84297,-0.00000
C,-9.43026,5.44456,-0.00000
C,-5.93971,6.25680,0.00000
C,-5.93940,7.45981,-0.00000
C,-2.44870,8.27234,0.00000
C,-3.49069,8.87358,0.00000
C,0.00000,9.68593,-0.00000
C,0.00000,10.88912,-0.00000
C,2.44870,8.27234,0.00000
C,3.49069,8.87358,0.00000
C,5.94055,8.88188,0.00000
C,4.72166,9.58561,0.00000
C,7.15935,9.59020,0.00000
C,4.72568,10.99528,0.00000
C,7.14112,10.98719,0.00000
C,5.94463,11.67799,0.00000
C,0.00000,12.31091,-0.00000
C,1.21702,13.02274,0.00000
C,-1.21702,13.02274,-0.00000
C,1.20194,14.41938,0.00000
C,-1.20194,14.41938,-0.00000
C,0.00000,15.10994,-0.00000
C,-4.72166,9.58561,0.00000
C,-5.94055,8.88188,-0.00000
C,-4.72568,10.99528,0.00000
C,-7.15935,9.59020,-0.00000
C,-5.94463,11.67799,0.00000
C,-7.14112,10.98719,-0.00000
C,-10.66156,6.15546,-0.00000
C,-11.88653,5.45740,-0.00000
C,-10.66952,7.56534,0.00000
C,-13.08852,6.16878,-0.00000
C,-11.88658,8.25060,0.00000
C,-13.08559,7.55497,-0.00000
C,-10.66221,0.70373,0.00000
C,-10.66221,-0.70373,-0.00000
C,-11.88503,1.40508,0.00000
C,-11.88503,-1.40508,-0.00000
C,-13.08575,0.69080,0.00000
C,-13.08575,-0.69080,-0.00000
C,-10.66156,-6.15546,-0.00000
C,-10.66952,-7.56534,-0.00000
C,-11.88653,-5.45740,0.00000
C,-11.88658,-8.25060,-0.00000
C,-13.08852,-6.16878,0.00000
C,-13.08559,-7.55497,-0.00000
C,-5.94055,-8.88188,0.00000
C,-7.15935,-9.59020,0.00000
C,-4.72166,-9.58561,-0.00000
C,-7.14112,-10.98719,0.00000
C,-4.72568,-10.99528,-0.00000
C,-5.94463,-11.67799,-0.00000
C,-0.00000,-12.31091,-0.00000
C,-1.21702,-13.02274,0.00000
C,1.21702,-13.02274,-0.00000
C,-1.20194,-14.41938,0.00000
C,1.20194,-14.41938,-0.00000
C,-0.00000,-15.10994,-0.00000
C,4.72166,-9.58561,0.00000
C,5.94055,-8.88188,-0.00000
C,4.72568,-10.99528,0.00000
C,7.15935,-9.59020,-0.00000
C,5.94463,-11.67799,0.00000
C,7.14112,-10.98719,-0.00000
C,10.66156,-6.15546,-0.00000
C,11.88653,-5.45740,-0.00000
C,10.66952,-7.56534,0.00000
C,13.08852,-6.16878,-0.00000
C,11.88658,-8.25060,0.00000
C,13.08559,-7.55497,-0.00000
C,10.66221,-0.70373,0.00000
C,11.88503,-1.40508,0.00000
C,10.66221,0.70373,-0.00000
C,13.08575,-0.69080,0.00000
C,11.88503,1.40508,-0.00000
C,13.08575,0.69080,-0.00000
C,10.66156,6.15546,-0.00000
C,10.66952,7.56534,-0.00000
C,11.88653,5.45740,0.00000
C,11.88658,8.25060,-0.00000
C,13.08852,6.16878,0.00000
C,13.08559,7.55497,-0.00000
C,8.39772,-8.88830,0.00000
C,9.44099,-8.28738,0.00000
C,2.45659,-12.31983,-0.00000
C,3.49864,-11.71679,-0.00000
C,-2.45659,-12.31983,0.00000
C,-3.49864,-11.71679,0.00000
C,-8.39772,-8.88830,-0.00000
C,-9.44099,-8.28738,-0.00000
C,-11.89758,-4.03244,0.00000
C,-11.89635,-2.82849,0.00000
C,-11.89758,4.03244,0.00000
C,-11.89635,2.82849,0.00000
C,-8.39772,8.88830,0.00000
C,-9.44099,8.28738,0.00000
C,-2.45659,12.31983,0.00000
C,-3.49864,11.71679,0.00000
C,3.49864,11.71679,0.00000
C,2.45659,12.31983,0.00000
C,9.44099,8.28738,0.00000
C,8.39772,8.88830,0.00000
C,11.89635,2.82849,0.00000
C,11.89758,4.03244,0.00000
C,11.89635,-2.82849,0.00000
C,11.89758,-4.03244,0.00000
