6,0.000000000,1.409550000,0.000000000
6,1.220710000,0.704780000,0.000000000
6,1.220710000,-0.704780000,0.000000000
6,0.000000000,-1.409550000,0.000000000
6,-1.220710000,-0.704780000,0.000000000
6,-1.220710000,0.704780000,0.000000000
6,-2.446260000,1.412350000,0.000000000
6,0.000000000,2.824700000,0.000000000
6,2.446260000,1.412350000,0.000000000
6,2.446260000,-1.412350000,0.000000000
6,0.000000000,-2.824700000,0.000000000
6,-2.446260000,-1.412350000,0.000000000
6,-3.492180000,2.016210000,0.000000000
6,0.000000000,4.032420000,0.000000000
6,3.492180000,2.016210000,0.000000000
6,3.492180000,-2.016210000,0.000000000
6,0.000000000,-4.032420000,0.000000000
6,-3.492180000,-2.016210000,0.000000000
6,-4.670970000,2.696780000,0.000000000
6,-5.716870000,3.300640000,0.000000000
6,0.000000000,5.393570000,0.000000000
6,0.000000000,6.601270000,0.000000000
6,4.670970000,2.696780000,0.000000000
6,5.716870000,3.300640000,0.000000000
6,4.670970000,-2.696780000,0.000000000
6,5.716870000,-3.300640000,0.000000000
6,0.000000000,-5.393570000,0.000000000
6,0.000000000,-6.601270000,0.000000000
6,-4.670970000,-2.696780000,0.000000000
6,-5.716870000,-3.300640000,0.000000000
6,-6.942570000,4.008300000,0.000000000
6,-6.942590000,5.417720000,0.000000000
6,-8.163180000,3.303600000,0.000000000
6,-8.163210000,6.122540000,0.000000000
6,-9.383880000,4.008280000,0.000000000
6,0.000000000,8.016590000,0.000000000
6,-1.220590000,8.721320000,0.000000000
6,1.220590000,8.721320000,0.000000000
6,-1.220670000,10.130820000,0.000000000
6,1.220670000,10.130820000,0.000000000
6,6.942570000,4.008300000,0.000000000
6,6.942590000,5.417720000,0.000000000
6,8.163180000,3.303600000,0.000000000
6,8.163210000,6.122540000,0.000000000
6,9.383880000,4.008280000,0.000000000
6,6.942570000,-4.008300000,0.000000000
6,8.163180000,-3.303600000,0.000000000
6,6.942590000,-5.417720000,0.000000000
6,9.383880000,-4.008280000,0.000000000
6,8.163210000,-6.122540000,0.000000000
6,0.000000000,-8.016590000,0.000000000
6,1.220590000,-8.721320000,0.000000000
6,-1.220590000,-8.721320000,0.000000000
6,1.220670000,-10.130820000,0.000000000
6,-1.220670000,-10.130820000,0.000000000
6,-6.942570000,-4.008300000,0.000000000
6,-6.942590000,-5.417720000,0.000000000
6,-8.163180000,-3.303600000,0.000000000
6,-8.163210000,-6.122540000,0.000000000
6,-9.383880000,-4.008280000,0.000000000
6,-2.446280000,-8.013670000,0.000000000
