6,1.40906677,0.00000000,0.00000000
6,-5.39094187,-0.00023578,-0.00000000
6,-4.58558496,-7.94250202,0.00000000
6,-5.86893811,-10.16534492,0.00000000
6,0.70453816,-1.22028487,0.00000000
6,6.60359080,0.00035771,0.00000000
6,7.95860590,0.00049136,0.00000000
6,10.52930522,0.00058222,0.00000000
6,11.73794341,0.00050134,0.00000000
6,2.01654023,-3.49294174,0.00000000
6,-2.01660667,-3.49288099,0.00000000
6,-2.01654023,3.49294174,0.00000000
6,2.69546086,4.66869626,-0.00000000
6,-3.97890439,6.89258500,-0.00000000
6,4.58558496,7.94250202,-0.00000000
6,4.58515437,-7.94278161,0.00000000
6,-10.52930522,-0.00058222,-0.00000000
6,-0.70452711,-1.22028227,0.00000000
6,-1.40906677,-0.00000000,-0.00000000
6,5.86857730,-10.16558490,0.00000000
6,-2.82459154,-0.00004159,-0.00000000
6,-1.41229022,-2.44616946,0.00000000
6,5.26462966,9.11864725,-0.00000000
6,6.57754621,11.39269570,-0.00000000
6,-0.70453816,1.22028486,-0.00000000
6,0.70452711,1.22028226,-0.00000000
6,-1.41226933,2.44618330,0.00000000
6,-5.26418406,9.11891632,-0.00000000
6,2.01660666,3.49288099,-0.00000000
6,4.03324640,0.00011158,0.00000000
6,-4.03324640,-0.00011158,-0.00000000
6,2.69528501,-4.66879996,0.00000000
6,-2.69546088,-4.66869627,0.00000000
6,-6.60359080,-0.00035771,-0.00000000
6,-3.30150799,5.71904333,-0.00000000
6,3.97928752,6.89235929,-0.00000000
6,3.97890438,-6.89258500,0.00000000
6,-3.97928751,-6.89235929,0.00000000
6,-9.17122782,-0.00056652,-0.00000000
6,5.86893811,10.16534493,-0.00000000
6,-5.86857730,10.16558489,-0.00000000
6,13.15514973,0.00029146,0.00000000
6,6.57736702,-11.39281387,0.00000000
6,-6.57754621,-11.39269570,0.00000000
6,-13.15514974,-0.00029146,-0.00000000
6,1.41226932,-2.44618330,0.00000000
6,-2.69528501,4.66879996,-0.00000000
6,-3.30177182,-5.71886237,0.00000000
6,-4.58515437,7.94278161,-0.00000000
